variable,rounds_added
will_playing,1.017057125455828
noah_playing,1.0
stefan_playing,1.2969122269851023
wonder_weapon_ban,1.2240751249969597
armour_ban,0.8578699963716147
gun_upgrade_ban,1.0953553130940947
pack_a_p_ban,0.7359604834152162
first_mb_gun_only,1.1410219524166987
no_revives,0.6789468248187488
downstairs_round_5,0.9877638918536615
num_perks_removed,0.9592930200279299
